ID,#名前,性別(0=両,1=男,2=女),タイプ(0=両方,1=剣士,2=ガンナー),レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,e
124,艶【袴】,2,2,3,1,99,6,13,62,-1,3,1,3,-3,スタミナ,-1,重撃,3,装填数,2,加護,2,,,老山龍の大爪,3,老山龍の甲殻,5,雌火竜の棘,2,,,e
125,ブラックレザーレグス,0,1,7,1,1,99,15,109,2,2,2,2,2,底力,10,,,,,,,,,モンハン部入部届,3,翼蛇竜の皮,6,,,,,e
126,ブラックレザーパンツ,0,2,7,1,1,99,8,63,3,3,3,3,3,底力,10,,,,,,,,,モンハン部入部届,3,翼蛇竜の皮,6,,,,,e
127,ブルースターブーツ,0,1,7,2,99,99,26,110,1,1,1,1,1,闘魂,2,水属性攻撃,4,采配,2,,,,,スタジオパス,1,火竜の尻尾,4,火竜の逆鱗,1,狂竜結晶の欠片,3,e
128,ブルースターフット,0,2,7,2,99,99,13,64,2,2,2,2,2,闘魂,2,水属性攻撃,4,采配,2,,,,,スタジオパス,1,火竜の尻尾,4,火竜の逆鱗,1,狂竜結晶の欠片,3,e
129,ブレイブＳグリーヴ,0,1,4,0,4,99,18,100,3,0,0,0,2,体力,-1,回復速度,1,乗り,4,,,,,天空の結晶,3,上質な毛皮,1,上質な鳥竜骨,2,大地の結晶,2,e
130,ブレイブＳレギンス,0,2,4,1,4,99,9,59,4,1,1,1,3,体力,-1,回復速度,1,乗り,2,,,,,天空の結晶,3,上質な毛皮,1,上質な鳥竜骨,2,大地の結晶,2,e
131,レザーＳグリーヴ,0,1,4,1,4,99,22,100,-2,0,0,0,2,採取,3,運気,-1,高速収集,2,,,,,上質な毛皮,2,上竜骨,2,盾虫の堅殻,1,,,e
132,レザーＳレギンス,0,2,4,1,4,99,11,59,-1,1,1,1,3,採取,1,運気,-1,高速収集,2,,,,,上質な毛皮,2,上竜骨,2,盾虫の堅殻,1,,,e
133,チェーンＳグリーヴ,0,1,4,1,4,99,23,101,2,2,-3,1,0,体力,2,調合成功率,2,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,,e
134,チェーンＳレギンス,0,2,4,1,4,99,11,59,3,3,-2,2,1,体力,2,調合成功率,2,腹減り,2,睡眠,-2,,,カブレライト鉱石,2,マカライト鉱石,2,鉄鉱石,5,,,e
135,ハンターＳグリーヴ,0,1,4,1,4,99,26,102,0,2,-4,0,0,千里眼,3,調合成功率,2,狩人,3,毒,-1,,,カブレライト鉱石,1,暖かい毛皮,2,氷結晶,3,大地の結晶,2,e
136,ハンターＳレギンス,0,2,4,1,4,99,13,59,1,3,-3,1,1,千里眼,3,調合成功率,3,狩人,3,毒,-1,,,カブレライト鉱石,1,暖かい毛皮,2,氷結晶,3,大地の結晶,2,e
137,ボーンＳグリーヴ,0,1,4,0,4,99,27,103,2,0,-1,-3,0,KO,2,観察眼,1,笛,4,睡眠,-1,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,,e
138,ボーンＳレギンス,0,2,4,0,4,99,13,59,3,1,0,-2,1,KO,2,観察眼,1,笛,4,睡眠,-1,,,上質な鳥竜骨,2,竜骨【小】,3,上竜骨,2,,,e
139,アロイＳグリーヴ,0,1,4,0,4,99,28,102,-1,2,-3,-2,0,胴系統倍化,1,,,,,,,,,カブレライト鉱石,3,レビテライト鉱石,3,紅蓮石,3,氷結晶,5,e
140,アロイＳレギンス,0,2,4,0,4,99,14,59,0,3,-2,-1,1,胴系統倍化,1,,,,,,,,,カブレライト鉱石,3,レビテライト鉱石,3,紅蓮石,3,氷結晶,5,e
141,リノプロＳグリーヴ,0,1,4,1,4,99,31,103,2,-1,-1,-1,1,砲術,1,KO,3,気絶,-1,耐泥耐雪,2,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,,e
142,リノプロＳレギンス,0,2,4,1,4,99,15,60,3,0,0,0,2,砲術,1,KO,3,気絶,-1,耐泥耐雪,2,,,草食竜の堅殻,3,竜骨【小】,6,カブレライト鉱石,2,,,e
143,ブナハＳブーツ,0,1,4,1,4,99,33,102,-5,-1,2,-1,3,攻撃,-1,特殊攻撃,3,納刀,2,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3,e
144,ブナハＳフット,0,2,4,1,4,99,16,60,-4,0,3,0,4,攻撃,-1,特殊攻撃,3,納刀,1,麻痺,2,,,飛甲虫の堅殻,2,飛甲虫の羽,4,上質な腹袋,1,モンスターの体液,3,e
145,ジャギィＳグリーヴ,0,1,4,1,4,99,36,103,-4,0,0,0,2,攻撃,1,研ぎ師,3,効果持続,-1,気絶,3,,,ジャギィの上鱗,4,ジャギィの皮,4,上質な鳥竜骨,4,ドラグライト鉱石,2,e
146,ジャギィＳレギンス,0,2,4,1,4,99,18,61,-3,1,1,1,3,装填速度,3,攻撃,1,効果持続,-1,気絶,3,,,ジャギィの上鱗,4,ジャギィの皮,4,上質な鳥竜骨,4,ドラグライト鉱石,2,e
147,ゲネポスＳグリーヴ,0,1,4,2,4,99,36,103,1,1,-3,-5,3,特殊攻撃,1,麻痺,2,,,,,,,ゲネポスの上鱗,2,ゲネポスの上皮,4,ドラグライト鉱石,5,上竜骨,3,e
148,ゲネポスＳレギンス,0,2,4,2,4,99,18,61,2,2,-2,-4,4,特殊攻撃,1,麻痺,2,,,,,,,ゲネポスの上鱗,2,ゲネポスの上皮,4,ドラグライト鉱石,5,上竜骨,3,e
149,ランゴグリーヴ,0,1,4,0,4,99,36,103,-5,-5,2,-4,2,特殊攻撃,3,対防御DOWN,3,毒,-2,麻痺,2,,,ランゴスタの薄羽,2,モンスターの濃汁,1,ドスヘラクレス,2,,,e
150,ランゴレギンス,0,2,4,0,4,99,18,61,-4,-4,3,-3,3,特殊攻撃,3,対防御DOWN,3,毒,-2,麻痺,2,,,ランゴスタの薄羽,2,モンスターの濃汁,1,ドスヘラクレス,2,,,e
151,ペッコグリーヴ,0,1,4,1,4,99,36,103,2,-1,0,-3,0,氷耐性,-1,観察眼,2,広域,3,笛,3,,,徹甲虫の堅殻,4,極彩色の羽根,2,上竜骨,4,,,e
152,ペッコレギンス,0,2,4,1,4,99,18,61,3,0,1,-2,1,氷耐性,-1,観察眼,2,広域,3,笛,3,,,徹甲虫の堅殻,4,極彩色の羽根,2,上竜骨,4,,,e
153,コンガＳグリーヴ,0,1,4,1,4,99,38,103,-4,1,1,-1,3,細菌学,2,特殊攻撃,2,食いしん坊,2,腹減り,-2,,,桃毛獣の剛毛,3,強靭な鳥竜皮,2,堅牢な骨,2,ドラグライト鉱石,4,e
154,コンガＳレギンス,0,2,4,1,4,99,19,61,-3,2,2,0,4,細菌学,2,特殊攻撃,2,食いしん坊,2,腹減り,-2,,,桃毛獣の剛毛,3,強靭な鳥竜皮,2,堅牢な骨,2,ドラグライト鉱石,4,e
155,コンガＵグリーヴ,0,1,5,1,4,99,40,103,1,0,0,-4,3,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,緑毛獣の鋭牙,4,堅牢な骨,2,ドラグライト鉱石,4,e
156,コンガＵレギンス,0,2,5,1,4,99,20,61,2,1,1,-3,4,底力,2,爆弾強化,2,腹減り,-1,,,,,緑毛獣の剛毛,3,緑毛獣の鋭牙,4,堅牢な骨,2,ドラグライト鉱石,4,e
157,ランポスＳグリーヴ,0,1,4,0,4,99,38,103,0,0,0,-5,3,胴系統倍化,1,,,,,,,,,ランポスの上鱗,3,強靭な鳥竜皮,3,上質な鳥竜骨,4,マカライト鉱石,4,e
158,ランポスＳレギンス,0,2,4,0,4,99,19,61,1,1,1,-4,4,胴系統倍化,1,,,,,,,,,ランポスの上鱗,3,強靭な鳥竜皮,3,上質な鳥竜骨,4,マカライト鉱石,4,e
159,クロムメタルブーツ,0,1,4,0,5,99,40,103,2,-2,0,0,0,胴系統倍化,1,,,,,,,,,堅竜骨,6,ノヴァクリスタル,1,,,,,e
160,クロムメタルフット,0,2,4,0,5,99,20,61,3,-1,1,1,1,胴系統倍化,1,,,,,,,,,堅竜骨,6,ノヴァクリスタル,1,,,,,e
161,ガレオスグリーヴ,0,1,4,0,4,99,40,103,-3,2,-4,2,0,防御,5,耐暑,1,腹減り,3,気絶,-3,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ノヴァクリスタル,1,硬化薬グレート,2,e
162,ガレオスレギンス,0,2,4,0,4,99,20,61,-2,3,-3,3,1,防御,5,耐暑,1,腹減り,3,気絶,-3,,,砂竜の上鱗,2,砂竜の上ヒレ,2,ノヴァクリスタル,1,硬化薬グレート,2,e
163,ザザミグリーヴ,0,1,4,1,4,99,40,103,-3,3,-4,0,1,防御,3,ガード性能,3,雷耐性,-2,,,,,盾蟹の堅殻,1,盾蟹の尖爪,1,上質な鳥竜骨,2,ドラグライト鉱石,5,e
164,ザザミレギンス,0,2,4,1,4,99,20,61,-2,4,-3,1,2,防御,3,精密射撃,3,雷耐性,-2,,,,,盾蟹の堅殻,1,盾蟹の尖爪,1,上質な鳥竜骨,2,ドラグライト鉱石,5,e
165,ガブラスーツＳフット,0,1,4,3,5,99,40,103,2,-3,3,2,-4,属性解放,1,属性耐性,-2,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1,e
166,ガブラスーツＳタイツ,0,2,4,3,5,99,20,61,3,-2,4,3,-3,属性解放,1,属性耐性,-2,減気攻撃,1,,,,,翼蛇竜の上皮,1,縞模様の皮,4,火竜の翼爪,5,ガマのコイン,1,e
167,イーオスーツフット,0,1,5,2,5,99,41,102,2,1,1,1,1,運気,3,毒,3,気絶,-2,,,,,イーオスの上皮,2,ドスイーオスの皮,2,イーオスの上鱗,3,肉厚な上皮,3,e
168,イーオスーツタイツ,0,2,5,2,5,99,21,62,3,2,2,2,2,採取,-3,運気,2,火耐性,2,,,,,イーオスの上皮,2,ドスイーオスの皮,2,イーオスの上鱗,3,肉厚な上皮,3,e
169,ケチャＳグリーヴ,0,1,4,1,4,99,43,104,-5,3,-3,0,3,運気,-1,水属性攻撃,1,体術,2,気まぐれ,4,,,奇猿狐の堅長骨,2,奇猿狐の長骨,3,奇猿狐の尻尾,1,ドスヘラクレス,3,e
170,ケチャＳレギンス,0,2,4,1,4,99,21,62,-4,4,-2,1,4,運気,-1,水属性攻撃,1,体術,2,気まぐれ,4,,,奇猿狐の堅長骨,2,奇猿狐の長骨,3,奇猿狐の尻尾,1,ドスヘラクレス,3,e
171,クックＳグリーヴ,0,1,4,1,4,99,43,104,3,0,-2,-4,2,攻撃,4,聴覚保護,-2,スタミナ,2,火耐性,2,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,2,ランポスの上皮,4,e
172,クックＳレギンス,0,2,4,1,4,99,21,62,4,1,-1,-3,3,攻撃,4,聴覚保護,-2,スタミナ,2,火耐性,2,,,怪鳥の地獄耳,1,怪鳥の堅殻,2,怪鳥の翼膜,2,ランポスの上皮,4,e
173,クックＵグリーヴ,0,1,5,2,4,99,47,106,3,-4,-3,0,2,達人,2,火属性攻撃,2,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,2,ランポスの上皮,4,e
174,クックＵレギンス,0,2,5,2,4,99,23,62,4,-3,-2,1,3,達人,2,火属性攻撃,2,水耐性,-2,,,,,青怪鳥の堅殻,2,怪鳥の地獄耳,1,怪鳥の翼膜,2,ランポスの上皮,4,e
175,オウビートガンバ,1,1,5,1,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2,e
176,オウビートフェムル,1,2,5,1,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2,e
177,パピメルガンバ,2,1,5,1,5,99,43,104,3,-5,3,-4,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2,e
178,パピメルフェムル,2,2,5,1,5,99,21,62,4,-4,5,-3,2,採取,2,回避性能,2,特殊攻撃,2,耐寒,-2,,,オオツノアゲハ,1,マレコガネ,1,モンスターの濃汁,3,凍結袋,2,e
179,イーオスＳグリーヴ,0,1,4,3,5,99,44,105,0,-4,-4,3,3,特殊攻撃,1,毒,2,気絶,-2,,,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,上竜骨,3,e
180,イーオスＳレギンス,0,2,4,3,5,99,22,62,1,-3,-3,4,4,特殊攻撃,1,毒,2,気絶,-2,,,,,イーオスの上鱗,3,イーオスの上皮,2,強靭な鳥竜皮,3,上竜骨,3,e
181,ドーベルグリーヴ,0,1,6,3,4,99,47,106,-2,0,0,0,3,龍属性攻撃,1,気力回復,1,腹減り,-2,耐震,1,,,いにしえの龍骨,3,徹甲虫の尖角,2,堅牢な骨,5,大きな骨,10,e
182,ドーベルレギンス,0,2,6,3,4,99,24,62,-1,1,1,1,4,装填速度,1,龍属性攻撃,1,気力回復,1,腹減り,-2,,,いにしえの龍骨,3,徹甲虫の尖角,2,堅牢な骨,5,大きな骨,10,e
183,ウルクＳグリーヴ,0,1,4,1,5,99,45,106,-3,2,-1,2,2,回避距離,2,効果持続,1,耐暑,-2,耐寒,1,,,白兎獣の剛毛,3,白兎獣の堅腹甲,3,白兎獣の凍爪,1,肉厚な上皮,4,e
184,ウルクＳレギンス,0,2,4,1,5,99,22,62,-2,3,0,3,3,回避距離,2,効果持続,1,耐暑,-2,耐寒,1,,,白兎獣の剛毛,3,白兎獣の堅腹甲,3,白兎獣の凍爪,1,肉厚な上皮,4,e
185,ホークブーツ,1,1,6,1,5,99,45,106,2,-1,1,0,2,狩人,2,指揮,3,腹減り,-3,,,,,旅団チケット,2,高級お食事券,2,エビの尾扇,3,天空の結晶,3,e
186,ホークフット,1,2,6,1,5,99,23,62,3,0,2,1,3,狩人,2,指揮,3,腹減り,-3,,,,,旅団チケット,2,高級お食事券,2,エビの尾扇,3,天空の結晶,3,e
187,エコールブーツ,2,1,6,1,5,99,45,106,2,-1,1,0,2,狩人,2,指揮,3,腹減り,-3,,,,,旅団チケット,2,高級お食事券,2,エビの尾扇,3,天空の結晶,3,e
188,エコールフット,2,2,6,1,5,99,23,62,3,0,2,1,3,狩人,2,指揮,3,腹減り,-3,,,,,旅団チケット,2,高級お食事券,2,エビの尾扇,3,天空の結晶,3,e
189,ゲリョスＳグリーヴ,0,1,5,1,4,99,47,106,-5,2,3,-2,0,達人,2,スタミナ,4,腹減り,-2,毒,1,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5,e
190,ゲリョスＳレギンス,0,2,5,1,4,99,23,62,-4,3,4,-1,1,達人,2,スタミナ,4,腹減り,-2,毒,1,,,ゴム質の上皮,4,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5,e
191,ゲリョスＵグリーヴ,0,1,6,0,4,99,48,107,-5,2,3,-2,0,達人,-1,風圧,3,気絶,2,,,,,ゴム質の紫皮,3,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5,e
192,ゲリョスＵレギンス,0,2,6,0,4,99,24,62,-4,3,4,-1,1,達人,-1,風圧,3,気絶,2,,,,,ゴム質の紫皮,3,モンスターの濃汁,2,大地の結晶,5,ゲネポスの上皮,5,e
193,ラングログリーヴ,0,1,4,0,5,99,47,106,1,-3,0,-1,1,胴系統倍化,1,,,,,,,,,赤甲獣の堅殻,2,魅惑色の翼膜,3,ユニオン鉱石,2,,,e
194,ラングロレギンス,0,2,4,0,5,99,24,63,2,-2,1,0,2,胴系統倍化,1,,,,,,,,,赤甲獣の堅殻,2,魅惑色の翼膜,3,ユニオン鉱石,2,,,e
195,カブラＳグリーヴ,0,1,5,0,4,99,48,107,3,-5,-4,0,2,胴系統倍化,1,,,,,,,,,鬼蛙の尖爪,2,鬼蛙の堅殻,3,鬼蛙の上鱗,3,堅牢な骨,2,e
196,カブラＳレギンス,0,2,5,0,4,99,24,62,4,-4,-3,1,3,胴系統倍化,1,,,,,,,,,鬼蛙の尖爪,2,鬼蛙の堅殻,3,鬼蛙の上鱗,3,堅牢な骨,2,e
197,スキュラＳグリーヴ,0,1,5,2,4,99,48,107,-3,3,-3,2,3,達人,2,観察眼,2,腹減り,-3,毒,2,,,影蜘蛛の堅殻,3,睡眠袋,4,ゴム質の上皮,2,盾虫の堅殻,5,e
198,スキュラＳレギンス,0,2,5,2,4,99,24,62,-2,4,-2,3,4,達人,2,観察眼,2,腹減り,-3,毒,2,,,影蜘蛛の堅殻,3,睡眠袋,4,ゴム質の上皮,2,盾虫の堅殻,5,e
199,フルフルＳグリーヴ,0,1,5,1,5,99,50,107,-5,1,1,2,1,雷属性攻撃,3,広域,2,回復速度,3,気絶,-1,,,真珠色の柔皮,3,カブレライト鉱石,3,ドスヘラクレス,4,生命の粉塵,3,e
200,フルフルＳレギンス,0,2,5,1,5,99,25,63,-4,2,2,3,2,雷属性攻撃,3,広域,2,回復速度,3,気絶,-1,,,真珠色の柔皮,3,カブレライト鉱石,3,ドスヘラクレス,4,生命の粉塵,3,e
201,フルフルＵグリーヴ,0,1,6,2,5,99,51,108,1,-5,1,2,1,回復量,2,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,2,マレコガネ,3,e
202,フルフルＵレギンス,0,2,6,2,5,99,26,63,2,-4,2,3,2,回復量,2,広域,2,回復速度,-2,,,,,魅惑色の柔皮,2,魅惑色の翼膜,2,モンスターの濃汁,2,マレコガネ,3,e
203,レイアＳグリーヴ,0,1,5,1,5,99,50,107,3,0,-2,0,-4,体力,5,火属性攻撃,1,回復量,2,回復速度,-2,,,雌火竜の堅殻,4,雌火竜の上鱗,4,尖竜骨,3,ドラグライト鉱石,5,e
204,レイアＳレギンス,0,2,5,1,5,99,25,63,4,1,-1,1,-3,体力,5,火属性攻撃,1,回復量,2,回復速度,-2,,,雌火竜の堅殻,4,雌火竜の上鱗,4,尖竜骨,3,ドラグライト鉱石,5,e
205,リオハートグリーヴ,0,1,6,1,5,99,51,108,3,0,-2,0,-4,底力,2,火属性攻撃,1,風圧,4,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,カブレライト鉱石,5,e
206,リオハートレギンス,0,2,6,1,5,99,26,63,4,1,-1,1,-3,底力,3,火属性攻撃,1,風圧,4,気配,-1,,,桜火竜の堅殻,2,桜火竜の上鱗,4,尖竜骨,3,カブレライト鉱石,5,e
207,ゴールドルナグリーヴ,0,1,7,1,7,99,81,118,2,-4,-7,0,4,運気,4,重撃,2,雷耐性,-2,加護,4,,,金火竜の堅殻,5,金火竜の上鱗,4,堅竜骨,5,古龍の血,2,e
208,ゴールドルナレギンス,0,2,7,1,7,99,41,67,3,-3,-6,1,5,運気,4,重撃,2,雷耐性,-2,加護,4,,,金火竜の堅殻,5,金火竜の上鱗,4,堅竜骨,5,古龍の血,2,e
209,EXレイアグリーヴ,0,1,7,3,8,99,50,107,3,0,-2,0,-4,頑強,1,匠,1,回復量,2,気力回復,-2,,,希望の証,1,雌火竜の堅殻,5,雌火竜の翼膜,4,獄炎石,3,e
210,EXレイアレギンス,0,2,7,3,8,99,25,63,4,1,-1,1,-3,頑強,1,装填数,1,回復量,2,気力回復,-2,,,希望の証,1,雌火竜の堅殻,5,雌火竜の翼膜,4,獄炎石,3,e
211,バサルＳグリーヴ,0,1,5,2,5,99,50,107,-1,-2,1,1,-3,納刀,1,食事,2,腹減り,-2,耐泥耐雪,3,,,岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,ランポスの上鱗,5,e
212,バサルＳレギンス,0,2,5,2,5,99,25,63,0,-1,2,2,-2,納刀,1,食事,2,腹減り,-2,耐泥耐雪,2,,,岩竜の堅殻,3,カブレライト鉱石,5,猛毒袋,3,ランポスの上鱗,5,e
213,バサルＵグリーヴ,0,1,6,2,5,99,53,110,0,-2,0,-3,1,ガード性能,2,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,ドスゲネポスの尾,2,強靭な鳥竜皮,3,e
214,バサルＵレギンス,0,2,6,2,5,99,27,63,1,-1,1,-2,2,通常弾強化,1,耐暑,1,毒,2,麻痺,-2,,,桃岩竜の堅殻,3,カブレライト鉱石,5,ドスゲネポスの尾,2,強靭な鳥竜皮,3,e
215,アーティアＳグリーヴ,0,1,5,1,5,99,51,108,0,-3,-3,2,3,属性解放,5,匠,2,ガード強化,3,,,,,太古の破片,5,獄炎石,3,さびた破片,2,ユニオン鉱石,5,e
216,アーティアＳレギンス,0,2,5,1,5,99,26,63,1,-2,-2,3,4,属性解放,3,反動,3,速射,4,,,,,太古の破片,5,獄炎石,3,さびた破片,2,ユニオン鉱石,5,e
217,ジンオウＳグリーヴ,0,1,5,0,5,99,52,109,0,-2,3,-4,1,匠,2,本気,4,斬れ味,2,雷属性攻撃,3,気配,-3,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10,e
218,ジンオウＳレギンス,0,2,5,0,5,99,26,63,1,-1,4,-3,2,装填速度,3,本気,4,無傷,1,雷属性攻撃,3,気配,-3,雷狼竜の堅殻,5,雷狼竜の尖爪,5,雷狼竜の高電殻,3,超電雷光虫,10,e
219,ジンオウＵグリーヴ,0,1,6,1,6,99,53,110,0,-4,-5,0,4,回避性能,3,溜め短縮,1,無傷,3,龍属性攻撃,2,回復量,-2,獄狼竜の堅殻,5,獄狼竜の尖爪,5,獄狼竜の龍殻,3,蝕龍蟲,10,e
220,ジンオウＵレギンス,0,2,6,1,6,99,27,63,1,-3,-4,1,5,回避性能,2,無傷,2,装填数,1,龍属性攻撃,3,回復量,-3,獄狼竜の堅殻,5,獄狼竜の尖爪,5,獄狼竜の龍殻,3,蝕龍蟲,10,e
221,ゴアＳグリーヴ,0,1,6,0,5,99,52,109,-5,3,-3,2,-2,細菌学,3,闘魂,3,火耐性,-2,狂撃耐性,4,,,黒蝕竜の堅殻,5,黒蝕竜の上鱗,4,黒蝕竜の鋭惨爪,5,ノヴァクリスタル,1,e
222,ゴアＳレギンス,0,2,6,0,5,99,26,63,-4,4,-2,3,-1,細菌学,3,闘魂,3,火耐性,-2,狂撃耐性,4,,,黒蝕竜の堅殻,5,黒蝕竜の上鱗,4,黒蝕竜の鋭惨爪,5,ノヴァクリスタル,1,e
223,ガブルグリーヴ,0,1,5,3,5,99,52,109,-2,3,-4,0,1,達人,1,食事,1,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1,e
224,ガブルレギンス,0,2,5,3,5,99,26,63,-1,4,-3,1,2,達人,1,食事,1,回復速度,-2,,,,,灯魚竜の上棘,2,灯魚竜の上皮,4,化け鮫の上ヒレ,2,化け鮫の刃尾,1,e
225,ギルドナイトブーツ,1,1,6,0,8,99,52,109,0,0,0,0,0,胴系統倍化,1,,,,,,,,,希望の証,1,岩竜の堅殻,4,怪鳥の地獄耳,2,,,e
226,ギルドナイトタイツ,1,2,6,0,8,99,26,63,1,1,1,1,1,胴系統倍化,1,,,,,,,,,希望の証,1,岩竜の堅殻,4,怪鳥の地獄耳,2,,,e
227,メイドソックス,2,1,6,0,8,99,52,109,0,0,0,0,0,胴系統倍化,1,,,,,,,,,希望の証,1,岩竜の堅殻,4,怪鳥の地獄耳,2,,,e
228,メイドタイツ,2,2,6,0,8,99,26,63,1,1,1,1,1,胴系統倍化,1,,,,,,,,,希望の証,1,岩竜の堅殻,4,怪鳥の地獄耳,2,,,e
229,城塞遊撃隊【足袋】,0,1,6,1,6,99,53,110,0,0,0,0,0,剣術,3,剥ぎ取り,3,根性,1,回復量,1,気配,-2,牙竜のコイン,2,狩猟王のコイン,3,大地の龍玉,1,,,e
230,城塞弓撃隊【足袋】,0,2,6,1,6,99,27,63,1,1,1,1,1,痛撃,3,剥ぎ取り,3,根性,1,回復量,2,気配,-1,牙竜のコイン,2,狩猟王のコイン,3,大地の龍玉,1,,,e
231,セルタスＳグリーヴ,0,1,5,1,5,99,53,110,-4,3,-1,-3,3,捕獲,4,砲術,1,斬れ味,2,気力回復,-3,,,重甲虫の鋭爪,3,重甲虫の堅胸殻,5,重甲虫の大顎,2,濃縮重甲エキス,1,e
232,セルタスＳレギンス,0,2,5,1,5,99,27,63,-3,4,0,-2,4,砲術,1,装填数,3,榴弾追加,2,気力回復,-3,,,重甲虫の鋭爪,3,重甲虫の堅胸殻,5,重甲虫の大顎,2,濃縮重甲エキス,1,e
233,ザボアＳグリーヴ,0,1,5,1,5,99,53,110,-4,3,-5,3,0,重撃,3,氷属性攻撃,2,肉食,3,腹減り,-2,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の上ヒレ,2,凍結袋,3,e
234,ザボアＳレギンス,0,2,5,1,5,99,27,63,-3,4,-4,4,1,重撃,2,氷属性攻撃,1,肉食,3,腹減り,-2,,,化け鮫の上鱗,2,化け鮫の上皮,4,化け鮫の上ヒレ,2,凍結袋,3,e
235,ガララＳグリーヴ,0,1,5,0,5,99,55,110,3,-3,0,-5,3,捕獲,5,聴覚保護,2,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,絞蛇竜の上鳴甲,6,尖竜骨,3,竜骨【大】,3,e
236,ガララＳレギンス,0,2,5,0,5,99,28,64,4,-2,1,-4,4,捕獲,5,聴覚保護,2,気まぐれ,-3,麻痺,2,,,絞蛇竜の堅殻,5,絞蛇竜の上鳴甲,6,尖竜骨,3,竜骨【大】,3,e
237,レックスＳグリーヴ,0,1,5,0,5,99,55,110,2,-1,-4,0,-2,攻撃,4,研ぎ師,-2,千里眼,3,食いしん坊,3,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,盾虫の堅殻,4,e
238,レックスＳレギンス,0,2,5,0,5,99,28,64,3,0,-3,1,-1,反動,-2,攻撃,4,千里眼,3,食いしん坊,3,,,轟竜の上鱗,6,轟竜の尖爪,4,轟竜の甲殻,4,盾虫の堅殻,4,e
239,レックスＵグリーヴ,0,1,6,2,6,99,59,112,2,-4,-2,0,-1,聴覚保護,2,研ぎ師,-2,観察眼,2,食事,2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,鬼蛙の堅殻,2,e
240,レックスＵレギンス,0,2,6,2,6,99,29,64,3,-3,-1,1,0,反動,-2,聴覚保護,2,観察眼,2,食事,2,,,黒轟竜の上鱗,5,黒轟竜の尖爪,5,黒轟竜の堅殻,3,鬼蛙の堅殻,2,e
241,エクスゼログリーヴ,0,1,7,2,8,99,81,118,3,-5,2,-3,1,攻撃,5,研ぎ師,-2,食事,1,,,,,大轟竜の上鱗,6,大轟竜の爆爪,4,大轟竜の堅殻,4,鎧竜の延髄,1,e
242,エクスゼロレギンス,0,2,7,2,8,99,41,67,4,-4,3,-2,2,反動,-2,攻撃,5,食事,1,,,,,大轟竜の上鱗,6,大轟竜の爆爪,4,大轟竜の堅殻,4,鎧竜の延髄,1,e
